X,Y
1,4.238606667
2,4.271036667
3,4.260006667
4,4.237546667
5,4.258993333
6,4.27616
7,4.279623333
8,4.27355
9,4.272486667
10,4.268056667
11,4.235266667
12,4.26633
13,4.244453333
14,4.270103333
15,4.278476667
16,4.255083333
17,4.260403333
18,4.261353333
19,4.28478
20,4.259936667
21,4.272716667
22,4.283713333
23,4.28514
24,4.282976667
25,4.257213333
26,4.255826667
27,4.255613333
28,4.270956667
29,4.280593333
30,4.2767
31,4.263413333
32,4.292946667
33,4.277603333
34,4.26415
35,4.285723333
36,4.26346
37,4.28382
38,4.276613333
39,4.2716
40,4.28971
41,4.26345
42,4.254803333
43,4.256583333
44,4.284266667
45,4.269
46,4.262273333
47,4.285143333
48,4.252053333
49,4.27238
50,4.252516667
51,4.258783333
52,4.27494
53,4.280866667
54,4.286146667
55,4.27538
56,4.280466667
57,4.28246
58,4.25589
59,4.271656667
60,4.273166667
61,4.260633333
62,4.282273333
63,4.24118
64,4.265476667
65,4.27669
66,4.262856667
67,4.258246667
68,4.26331
69,4.229356667
70,4.28228
71,4.26297
72,4.288866667
73,4.260023333
74,4.26416
75,4.252923333
76,4.259983333
77,4.260333333
78,4.26008
79,4.248226667
80,4.26775
81,4.262123333
82,4.26613
83,4.253033333
84,4.286613333
85,4.238356667
86,4.274233333
87,4.279463333
88,4.274826667
89,4.270486667
90,4.257443333
91,4.248246667
92,4.25136
93,4.249863333
94,4.249076667
95,4.255286667
96,4.26101
97,4.25701
98,4.254483333
99,4.24776
100,4.27316
101,4.249176667
102,4.261573333
103,4.253396667
104,4.250903333
105,4.273213333
106,4.247873333
107,4.23614
108,4.256966667
109,4.27472
110,4.234996667
111,4.268656667
112,4.266213333
113,4.258383333
114,4.25479
115,4.255773333
116,4.254363333
117,4.25077
118,4.255993333
119,4.26049
120,4.247953333
121,4.25991
122,4.25781
123,4.24966
124,4.24583
125,4.249783333
126,4.257526667
127,4.263273333
128,4.272046667
129,4.268556667
130,4.243496667
131,4.264043333
132,4.27236
133,4.246853333
134,4.26597
135,4.269713333
136,4.258053333
137,4.27333
138,4.268796667
139,4.258833333
140,4.2678
141,4.244753333
142,4.266536667
143,4.259666667
144,4.23412
145,4.269993333
146,4.25504
147,4.24443
148,4.27717
149,4.252316667
150,4.251223333
151,4.24076
152,4.255303333
153,4.266103333
154,4.263216667
155,4.238383333
156,4.240006667
157,4.26114
158,4.251336667
159,4.245086667
160,4.266266667
161,4.26772
162,4.262273333
163,4.27043
164,4.265356667
165,4.264623333
166,4.250773333
167,4.257396667
168,4.244036667
169,4.267533333
170,4.26656
171,4.232143333
172,4.260793333
173,4.254193333
174,4.269333333
175,4.27164
176,4.261846667
177,4.246276667
178,4.275026667
179,4.256726667
180,4.254813333
181,4.250203333
182,4.27792
183,4.25885
184,4.264663333
185,4.260696667
186,4.267656667
187,4.244526667
188,4.233056667
189,4.279573333
190,4.27012
191,4.275973333
192,4.261363333
193,4.261316667
194,4.27573
195,4.25914
196,4.2541
197,4.261316667
198,4.25198
199,4.284076667
200,4.26468
201,4.267706667
202,4.259363333
203,4.281603333
204,4.26504
205,4.28904
206,4.28233
207,4.284693333
208,4.259633333
209,4.27619
210,4.281356667
211,4.276566667
212,4.287603333
213,4.295416667
214,4.275953333
215,4.323203333
216,4.30151
217,4.279103333
218,4.285156667
219,4.27297
220,4.290516667
221,0.62708
222,0.56017
223,0.54338
224,0.677483333
225,0.644953333
226,0.541566667
227,0.55555
228,0.560706667
229,0.612456667
230,0.545546667
231,0.588993333
232,0.550116667
233,0.56423
234,0.624833333
235,0.596693333
236,0.586796667
237,0.535916667
238,0.481853333
239,0.548843333
240,0.621226667
241,0.6168
242,0.569853333
243,0.543726667
244,0.586946667
245,0.542306667
246,0.58119
247,0.55072
248,0.662223333
249,0.491116667
250,0.604586667
251,0.505893333
252,0.604573333
253,0.572923333
254,0.539323333
255,0.5509
256,0.50977
257,0.59146
258,0.566743333
259,0.608
260,0.54254
261,0.576063333
262,0.513023333
263,0.592726667
264,0.47934
265,0.50446
266,0.51525
267,0.587973333
268,0.517433333
269,0.594313333
270,0.568513333
271,0.555906667
272,0.52254
273,0.587946667
274,0.53898
275,0.555043333
276,0.587133333
277,0.504913333
278,0.60513
279,0.567616667
280,0.627403333
281,0.611996667
282,0.634493333
283,0.514463333
284,0.577063333
285,0.609286667
286,0.507613333
287,0.51361
288,0.56674
289,0.62686
290,0.58081
291,0.534896667
292,0.580076667
293,0.588446667
294,3.224513333
295,5.47395
296,4.814523333
297,5.06805
298,5.277066667
299,5.05947
300,5.04414
301,5.261713333
302,5.132256667
303,5.13329
304,5.52104
305,5.5088
306,5.76142
307,5.68278
308,5.53874
309,5.643536667
310,5.528326667
311,5.170866667
312,4.767193333
313,5.21639
314,5.405546667
315,5.340463333
316,5.296796667
317,5.170246667
318,4.845586667
319,4.58014
320,4.236426667
321,3.762716667
322,4.415693333
323,5.199616667
324,5.25027
325,5.062113333
326,5.030543333
327,4.920573333
328,4.845153333
329,4.999206667
330,4.910113333
331,4.900736667
332,4.81223
333,4.687943333
334,4.72552
335,4.721066667
336,4.762423333
337,4.647793333
338,4.59887
339,4.59608
340,4.586536667
341,4.65901
342,4.63021
343,4.622416667
344,4.579546667
345,4.567196667
346,4.470596667
347,4.446126667
348,4.39812
349,4.545746667
350,4.585003333
351,4.51166
352,4.3874
353,4.301286667
354,4.28629
355,4.420416667
356,4.45881
357,4.24288
358,4.057606667
359,3.942036667
360,3.98696
361,4.29372
362,4.251126667
363,4.289886667
364,4.19724
365,4.280663333
366,4.192283333
367,4.169093333
368,4.177023333
369,4.216543333
370,4.10356
371,4.207383333
372,4.077513333
373,4.13186
374,4.155093333
375,4.125913333
376,4.013456667
377,4.072706667
378,4.096966667
379,4.0147
380,4.063196667
381,4.132083333
382,4.001963333
383,3.892106667
384,4.101206667
385,4.048323333
386,3.99842
387,4.025636667
388,4.044806667
389,3.976686667
390,3.99325
391,3.82111
392,3.811676667
393,3.67654
394,3.828136667
395,4.043246667
396,3.873396667
397,3.884496667
398,3.79413
399,3.902626667
400,3.892283333
401,3.87743
402,4.025783333
403,4.010826667
404,3.888706667
405,3.788453333
406,3.77099
407,3.714953333
408,3.70488
409,3.854236667
410,3.78084
411,3.80634
412,3.57618
413,3.50195
414,3.57084
415,3.68138
416,3.661486667
417,3.780053333
418,3.70158
419,3.579013333
420,3.685023333
421,3.694686667
422,3.768746667
423,3.6983
424,3.76498
425,3.671956667
426,3.757026667
427,3.688633333
428,3.63195
429,3.587193333
430,3.637863333
431,3.812796667
432,3.6165
433,3.570083333
434,3.589313333
435,3.594676667
436,3.626566667
437,3.658436667
438,3.62472
