9.6e-007	6029085
1.2e-006	5802925
1.44e-006	5495235
1.68e-006	5235575
1.92e-006	5073935
2.16e-006	4807823
2.4e-006	4835363
2.64e-006	4907647
2.88e-006	4630258
3.12e-006	4222356
3.36e-006	4084736
3.6e-006	4170470
3.84e-006	4058852
4.08e-006	4138400
4.32e-006	4169235
4.56e-006	3970126
4.8e-006	3749996
5.04e-006	3535052
5.28e-006	3301336
5.52e-006	3084698
5.76e-006	3063371
6e-006	3159745
6.24e-006	3170216
6.48e-006	3171522
6.72e-006	3100247
6.96e-006	2981723
7.2e-006	2872985
7.44e-006	2770848
7.68e-006	2673618
7.92e-006	2590164
8.16e-006	2500277
8.4e-006	2423431
8.64e-006	2361333
8.88e-006	2309273
9.12e-006	2280019
9.36e-006	2248983
9.6e-006	2205931
9.84e-006	2162610
1.008e-005	2135550
1.032e-005	2131197
1.056e-005	2162836
1.08e-005	2209139
1.104e-005	2241050
1.128e-005	2247779
1.152e-005	2238831
1.176e-005	2219185
1.2e-005	2188029
1.224e-005	2161972
1.248e-005	2135807
1.272e-005	2103008
1.296e-005	2047682
1.32e-005	2006134
1.344e-005	1977659
1.368e-005	1947281
1.392e-005	1920032
1.416e-005	1886521
1.44e-005	1848836
1.464e-005	1767815
1.488e-005	1720147
1.512e-005	1723639
1.536e-005	1708693
1.56e-005	1680918
1.584e-005	1649932
1.608e-005	1619317
1.632e-005	1591754
1.656e-005	1567891
1.68e-005	1548235
1.704e-005	1533873
1.728e-005	1522555
1.752e-005	1506113
1.776e-005	1502665
1.8e-005	1497113
1.824e-005	1492480
1.848e-005	1484900
1.872e-005	1476005
1.896e-005	1478243
1.92e-005	1472499
1.944e-005	1464411
1.968e-005	1462761
1.992e-005	1456579
2.016e-005	1449029
2.04e-005	1450119
2.064e-005	1445105
2.088e-005	1438187
2.112e-005	1430434
2.136e-005	1425462
2.16e-005	1419733
2.184e-005	1413391
2.208e-005	1398479
2.232e-005	1390276
2.256e-005	1377785
2.28e-005	1364011
2.304e-005	1354252
2.328e-005	1339001
2.352e-005	1323111
2.376e-005	1312393
2.4e-005	1306201
2.424e-005	1296003
2.448e-005	1291141
2.472e-005	1288429
2.496e-005	1281052
2.52e-005	1284242
2.544e-005	1292398
2.568e-005	1295832
2.592e-005	1282019
2.616e-005	1265505
2.64e-005	1252983
2.664e-005	1241211
2.688e-005	1231505
2.712e-005	1222062
2.736e-005	1220360
2.76e-005	1211242
2.784e-005	1199975
2.808e-005	1194281
2.832e-005	1184645
2.856e-005	1180046
2.88e-005	1171260
2.904e-005	1166593
2.928e-005	1158911
2.952e-005	1151813
2.976e-005	1144763
3e-005	1140227
3.024e-005	1136003
3.048e-005	1125730
3.072e-005	1123899
3.096e-005	1116021
3.12e-005	1108939
3.144e-005	1099185
3.168e-005	1091870
3.192e-005	1086505
3.216e-005	1081557
3.24e-005	1072930
3.264e-005	1072785
3.288e-005	1065031
3.312e-005	1060373
3.336e-005	1053605
3.36e-005	1049640
3.384e-005	1039385
3.408e-005	1036193
3.432e-005	1029610
3.456e-005	1023048
3.48e-005	1015958
3.504e-005	998940
