9.6e-007	33812
1.12e-005	33528
2.144e-005	33125
3.168e-005	32705
4.192e-005	33070
5.216e-005	32601
6.24e-005	33125
7.264e-005	33325
8.288e-005	33661
9.312e-005	33410
0.00010336	33267
0.0001136	33192
0.00012384	33164
0.00013408	33257
0.00014432	33400
0.00015456	33521
0.0001648	33051
0.00017504	34005
0.00018528	32857
0.00019552	33668
0.00020576	33559
0.000216	33768
0.00022624	33466
0.00023648	33137
0.00024672	33183
0.00025696	33193
0.0002672	32982
0.00027744	33226
0.00028768	33240
0.00029792	33533
0.00030816	33545
0.0003184	33293
0.00032864	33149
0.00033888	33590
0.00034912	33777
0.00035936	33944
0.0003696	33915
0.00037984	33266
0.00039008	33364
0.00040032	33804
0.00041056	33403
0.0004208	34080
0.00043104	33653
0.00044128	33502
0.00045152	33733
0.00046176	34216
0.000472	33678
0.00048224	33847
0.00049248	33900
0.00050272	34002
0.00051296	33571
0.0005232	33836
0.00053344	33666
0.00054368	34248
0.00055392	34186
0.00056416	34281
0.0005744	34167
0.00058464	34577
0.00059488	34592
0.00060512	34659
0.00061536	34374
0.0006256	34630
0.00063584	34317
0.00064608	34596
0.00065632	34558
0.00066656	34758
0.0006768	35480
0.00068704	34942
0.00069728	35446
0.00070752	35176
0.00071776	35852
0.000728	35857
0.00073824	35464
0.00074848	36210
0.00075872	36153
0.00076896	36254
0.0007792	36641
0.00078944	36680
0.00079968	37820
0.00080992	37552
0.00082016	37873
0.0008304	38611
0.00084064	38852
0.00085088	40378
0.00086112	41731
0.00087136	43935
0.0008816	46592
0.00089184	50755
0.00090208	55464
0.00091232	64122
0.00092256	78250
0.0009328	104374
0.00094304	148682
0.00095328	236532
0.00096352	372150
0.00097376	555695
0.000984	758148
0.00099424	976685
0.00100448	1172145
0.00101472	1326840
0.00102496	1434430
0.0010352	1508761
0.00104544	1532790
0.00105568	1544544
0.00106592	1539923
0.00107616	1537775
0.0010864	1546559
0.00109664	1541348
0.00110688	1543587
0.00111712	1544086
0.00112736	1547787
0.0011376	1555132
0.00114784	1568422
0.00115808	1588078
0.00116832	1618488
0.00117856	1683889
0.0011888	1774959
0.00119904	1909428
0.00120928	2082205
0.00121952	2306283
0.00122976	2591896
0.00124	2940283
0.00125024	3349152
0.00126048	3832531
0.00127072	4353772
0.00128096	4928547
0.0012912	5533291
0.00130144	6166610
0.00131168	6816060
0.00132192	7447464
0.00133216	8091862
0.0013424	8716523
0.00135264	9329383
0.00136288	9907062
0.00137312	10441996
0.00138336	10955501
0.0013936	11390578
0.00140384	11733960
0.00141408	12036725
0.00142432	12241930
0.00143456	12388465
0.0014448	12490944
0.00145504	12515637
0.00146528	12496926
0.00147552	12485623
0.00148576	12443706
0.001496	12426439
