X,Y
1,2.66917
2,2.67626
3,2.67717
4,2.67362
5,2.67153
6,2.66540
7,2.67336
8,2.66787
9,2.67465
10,2.66890
11,2.67673
12,2.66591
13,2.66023
14,2.66045
15,2.66659
16,2.66310
17,2.66635
18,2.66637
19,2.66203
20,2.65490
21,2.66739
22,2.66505
23,2.66182
24,2.65790
25,2.66966
26,2.66372
27,2.66469
28,2.65358
29,2.65922
30,2.66444
31,2.66024
32,2.65474
33,2.65831
34,2.66108
35,2.66385
36,2.66026
37,2.65736
38,2.65221
39,2.66311
40,2.65610
41,2.64571
42,2.64762
43,2.64661
44,2.63953
45,2.65235
46,2.64141
47,2.64621
48,2.64739
49,2.64781
50,2.64989
51,2.64286
52,2.64184
53,2.64667
54,2.65138
55,2.63729
56,2.64593
57,2.64468
58,2.64287
59,2.64602
60,2.64468
61,2.65309
62,2.63986
63,2.65128
64,2.64414
65,2.64929
66,2.64812
67,2.65115
68,2.64550
69,2.64830
70,2.64862
71,2.64625
72,2.64443
73,2.64815
74,2.64960
75,2.65651
76,2.64837
77,2.65539
78,2.65312
79,2.64735
80,2.64545
81,2.64726
82,2.64302
83,2.65298
84,2.65023
85,2.65001
86,2.65285
87,2.65156
88,2.64896
89,2.65718
90,2.65038
91,2.65269
92,2.65212
93,2.65080
94,2.65456
95,2.65474
96,2.65634
97,2.65377
98,2.65148
99,2.65364
100,2.65393
101,2.65802
102,2.65051
103,2.64848
104,2.64581
105,2.64264
106,2.65017
107,2.64859
108,2.65153
109,2.65460
110,2.65005
111,2.64991
112,2.64965
113,2.65500
114,2.65258
115,2.64744
116,2.65546
117,2.65236
118,2.65974
119,2.63383
120,2.63945
121,2.63559
122,2.63274
123,2.63216
124,2.63892
125,2.63557
126,2.64486
127,2.62996
128,2.63727
129,2.64068
130,2.63495
131,2.63360
132,2.63568
133,2.62857
134,2.63303
135,2.63735
136,2.63881
137,2.63846
138,2.63139
139,2.63533
140,2.63573
141,2.63468
142,2.63292
143,2.63729
144,2.63843
145,2.63819
146,2.63031
147,2.63742
148,2.63915
149,2.62745
150,2.63388
151,2.63335
152,2.63410
153,2.62890
154,2.63353
155,2.62845
156,2.63233
157,2.63178
158,2.63466
159,2.62997
160,2.61870
161,2.62418
162,2.63151
163,2.62815
164,2.62751
165,2.63218
166,2.62302
167,2.62390
168,2.62785
169,2.62419
170,2.62060
171,2.61634
172,2.62617
173,2.62083
174,2.62228
175,2.61733
176,2.61446
177,2.62635
178,2.62216
