9.6e-007	30884243
1.12e-006	30155367
1.28e-006	28667762
1.44e-006	27844764
1.6e-006	28886542
1.76e-006	30619869
1.92e-006	31317138
2.08e-006	31160250
2.24e-006	30737849
2.4e-006	30329874
2.56e-006	29861028
2.72e-006	29386388
2.88e-006	28796510
3.04e-006	28093615
3.2e-006	27090727
3.36e-006	25967283
3.52e-006	24972677
3.68e-006	24818783
3.84e-006	25803917
4e-006	27370452
4.16e-006	28366246
4.32e-006	28470666
4.48e-006	28158552
4.64e-006	27718245
4.8e-006	27337119
4.96e-006	26938370
5.12e-006	26614780
5.28e-006	26285433
5.44e-006	25959745
5.6e-006	25714681
5.76e-006	25499262
5.92e-006	25197025
6.08e-006	24945139
6.24e-006	24732469
6.4e-006	24508587
6.56e-006	24307489
6.72e-006	23976603
6.88e-006	23747271
7.04e-006	23543992
7.2e-006	23332771
7.36e-006	23050517
7.52e-006	22850543
7.68e-006	22634087
7.84e-006	22430769
8e-006	22148907
8.16e-006	21965007
8.32e-006	21802927
8.48e-006	21626731
8.64e-006	21373034
8.8e-006	21179059
8.96e-006	21012537
9.12e-006	20841183
9.28e-006	20562422
9.44e-006	20350788
9.6e-006	20195542
9.76e-006	20007467
9.92e-006	19888192
1.008e-005	19787135
1.024e-005	19647346
1.04e-005	19501495
1.056e-005	19277352
1.072e-005	19080519
1.088e-005	18920213
1.104e-005	18743687
1.12e-005	18578419
1.136e-005	18406755
1.152e-005	18284615
1.168e-005	18167793
1.184e-005	17930121
1.2e-005	17516613
1.216e-005	17024454
1.232e-005	16857860
1.248e-005	17154734
1.264e-005	17278583
1.28e-005	17232820
1.296e-005	17159542
1.312e-005	16981213
1.328e-005	16882147
1.344e-005	16748771
1.36e-005	16657153
1.376e-005	16557911
1.392e-005	16384105
1.408e-005	16266766
1.424e-005	16150331
1.44e-005	16099032
1.456e-005	15973936
1.472e-005	15840613
1.488e-005	15728805
1.504e-005	15620622
1.52e-005	15482242
1.536e-005	15379868
1.552e-005	15321676
1.568e-005	15249923
1.584e-005	15119579
1.6e-005	14999810
1.616e-005	14925073
1.632e-005	14854375
1.648e-005	14742454
1.664e-005	14589433
1.68e-005	14510192
1.696e-005	14434689
1.712e-005	14318252
1.728e-005	14222239
1.744e-005	14167608
1.76e-005	14095774
1.776e-005	14034885
1.792e-005	13927626
1.808e-005	13868947
1.824e-005	13815196
1.84e-005	13720631
1.856e-005	13647623
1.872e-005	13547191
1.888e-005	13445356
1.904e-005	13355480
1.92e-005	13282975
1.936e-005	13191605
1.952e-005	13096467
1.968e-005	13013884
1.984e-005	12943233
2e-005	12875947
2.016e-005	12750975
2.032e-005	12611672
2.048e-005	12512615
2.064e-005	12424720
2.08e-005	12360537
2.096e-005	12328508
2.112e-005	12263912
2.128e-005	12215942
2.144e-005	12185644
2.16e-005	12137476
2.176e-005	12078958
2.192e-005	12012391
2.208e-005	11976580
2.224e-005	11972901
2.24e-005	11961425
2.256e-005	11899977
2.272e-005	11781401
2.288e-005	11674957
2.304e-005	11580633
2.32e-005	11548620
2.336e-005	11465071
2.352e-005	11419279
2.368e-005	11343104
2.384e-005	11281809
2.4e-005	11213554
2.416e-005	11154201
2.432e-005	11079819
2.448e-005	11002984
2.464e-005	10966660
2.48e-005	10909797
2.496e-005	10857350
2.512e-005	10809329
2.528e-005	10765772
2.544e-005	10722389
2.56e-005	10663925
2.576e-005	10637258
2.592e-005	10565587
2.608e-005	10505927
2.624e-005	10472569
2.64e-005	10430164
2.656e-005	10379464
2.672e-005	10320432
2.688e-005	10240259
2.704e-005	10181693
2.72e-005	10128192
2.736e-005	10084788
2.752e-005	10034520
2.768e-005	10004213
2.784e-005	9963323
2.8e-005	9943739
2.816e-005	9907534
2.832e-005	9848400
2.848e-005	9762251
2.864e-005	9701911
2.88e-005	9668175
2.896e-005	9607915
2.912e-005	9570551
2.928e-005	9534460
2.944e-005	9491354
2.96e-005	9451780
2.976e-005	9421445
2.992e-005	9392015
3.008e-005	9344014
3.024e-005	9310313
3.04e-005	9269225
3.056e-005	9234489
3.072e-005	9201687
3.088e-005	9127507
3.104e-005	9014628
3.12e-005	8911318
3.136e-005	8817209
3.152e-005	8761747
3.168e-005	8791319
3.184e-005	8821221
3.2e-005	8811168
3.216e-005	8808182
3.232e-005	8773235
3.248e-005	8704729
3.264e-005	8643609
3.28e-005	8613900
3.296e-005	8586375
3.312e-005	8539544
3.328e-005	8508778
3.344e-005	8471872
3.36e-005	8431702
3.376e-005	8390852
3.392e-005	8377789
3.408e-005	8337829
3.424e-005	8326650
3.44e-005	8303552
3.456e-005	8269309
3.472e-005	8256511
3.488e-005	8207963
