## begin version 0.98 source file header             
## generated at 41## from output of MCNPX case iTMR10am, described as:   
## mcnpx      2.6.0  11/24/10 22:29:44   11   50000000  3231228003153
##  iTMR10a: SNS target station: Upgrade project                                   
## Pulse shapes are as calculated with current tally for moderator
## 
## headerend
##
## section 1 key
## output reported is for 10x12 viewed area.       
## normalized to  2.0807e+14 p/pulse and  1.000 GeV
## Energy given is center of the bin in a logarithmic
## sense, and wavelength is for that energy.         
## There are 221 points.
## 
##  Energy     Wavelength      Flux      Std. Error      Flux      Std. Error  
##    E             l          f(E)         s(E)         f(l)         s(l)
##    eV        Angstroms       n/sterad/pulse/eV         n/sterad/pulse/Angstrom  
##
  1.0000e-05   9.0441e+01   4.3051e+11   0.0000e+00   9.5202e+04   0.0000e+00
  1.1220e-05   8.5382e+01   5.4425e+11   0.0000e+00   1.4304e+05   0.0000e+00
  1.2589e-05   8.0606e+01   8.5255e+11   0.0000e+00   2.6631e+05   0.0000e+00
  1.4125e-05   7.6097e+01   7.6313e+11   0.0000e+00   2.8331e+05   0.0000e+00
  1.5849e-05   7.1840e+01   9.0777e+11   0.0000e+00   4.0054e+05   0.0000e+00
  1.7783e-05   6.7821e+01   1.1480e+12   0.0000e+00   6.0203e+05   0.0000e+00
  1.9953e-05   6.4027e+01   1.2298e+12   0.0000e+00   7.6647e+05   0.0000e+00
  2.2387e-05   6.0446e+01   1.1986e+12   0.0000e+00   8.8782e+05   0.0000e+00
  2.5119e-05   5.7064e+01   1.8915e+12   0.0000e+00   1.6652e+06   0.0000e+00
  2.8184e-05   5.3872e+01   1.5759e+12   0.0000e+00   1.6489e+06   0.0000e+00
  3.1623e-05   5.0859e+01   1.9900e+12   0.0000e+00   2.4747e+06   0.0000e+00
  3.5481e-05   4.8014e+01   2.5717e+12   0.0000e+00   3.8009e+06   0.0000e+00
  3.9811e-05   4.5328e+01   2.7714e+12   0.0000e+00   4.8681e+06   0.0000e+00
  4.4668e-05   4.2792e+01   2.5197e+12   0.0000e+00   5.2602e+06   0.0000e+00
  5.0119e-05   4.0399e+01   3.1446e+12   0.0000e+00   7.8025e+06   0.0000e+00
  5.6234e-05   3.8139e+01   3.2402e+12   0.0000e+00   9.5551e+06   0.0000e+00
  6.3096e-05   3.6005e+01   3.4292e+12   0.0000e+00   1.2019e+07   0.0000e+00
  7.0795e-05   3.3991e+01   3.6912e+12   0.0000e+00   1.5376e+07   0.0000e+00
  7.9433e-05   3.2090e+01   4.3786e+12   0.0000e+00   2.1677e+07   0.0000e+00
  8.9125e-05   3.0295e+01   4.8747e+12   0.0000e+00   2.8682e+07   0.0000e+00
  1.0000e-04   2.8600e+01   5.2873e+12   0.0000e+00   3.6974e+07   0.0000e+00
  1.1220e-04   2.7000e+01   5.8778e+12   0.0000e+00   4.8851e+07   0.0000e+00
  1.2589e-04   2.5490e+01   6.6695e+12   0.0000e+00   6.5880e+07   0.0000e+00
  1.4125e-04   2.4064e+01   7.1221e+12   0.0000e+00   8.3613e+07   0.0000e+00
  1.5849e-04   2.2718e+01   7.5278e+12   0.0000e+00   1.0503e+08   0.0000e+00
  1.7783e-04   2.1447e+01   8.5227e+12   0.0000e+00   1.4133e+08   0.0000e+00
  1.9953e-04   2.0247e+01   8.8920e+12   0.0000e+00   1.7525e+08   0.0000e+00
  2.2387e-04   1.9115e+01   9.5893e+12   0.0000e+00   2.2462e+08   0.0000e+00
  2.5119e-04   1.8045e+01   1.0623e+13   0.0000e+00   2.9573e+08   0.0000e+00
  2.8184e-04   1.7036e+01   1.1266e+13   0.0000e+00   3.7278e+08   0.0000e+00
  3.1623e-04   1.6083e+01   1.2952e+13   0.0000e+00   5.0933e+08   0.0000e+00
  3.5481e-04   1.5183e+01   1.3215e+13   0.0000e+00   6.1765e+08   0.0000e+00
  3.9811e-04   1.4334e+01   1.4427e+13   0.0000e+00   8.0137e+08   0.0000e+00
  4.4668e-04   1.3532e+01   1.5143e+13   0.0000e+00   9.9969e+08   0.0000e+00
  5.0119e-04   1.2775e+01   1.6458e+13   0.0000e+00   1.2914e+09   0.0000e+00
  5.6234e-04   1.2061e+01   1.7622e+13   0.0000e+00   1.6433e+09   0.0000e+00
  6.3096e-04   1.1386e+01   1.8694e+13   0.0000e+00   2.0719e+09   0.0000e+00
