## section 2 key
## There are 221  energy bands, each with  184  time bins.
## Emission    Energy of   Brightness    std. error  
##   Time      bin center (n/sterad(p)/   (n/sterad(p)/  
##   (us)         (eV)     pulse/us/eV)  pulse/us/eV)
  4.7949e+03   1.9953e-03   0.0000e+00   0.0000e+00 
  5.1116e+03   1.9953e-03   0.0000e+00   0.0000e+00 
  5.4492e+03   1.9953e-03   0.0000e+00   0.0000e+00 
  5.8091e+03   1.9953e-03   0.0000e+00   0.0000e+00 
  6.1928e+03   1.9953e-03   0.0000e+00   0.0000e+00 
  6.6019e+03   1.9953e-03   0.0000e+00   0.0000e+00 
  7.0379e+03   1.9953e-03   0.0000e+00   0.0000e+00 
  7.5028e+03   1.9953e-03   0.0000e+00   0.0000e+00 
  7.9983e+03   1.9953e-03   0.0000e+00   0.0000e+00 
  8.5266e+03   1.9953e-03   0.0000e+00   0.0000e+00 
  9.0898e+03   1.9953e-03   0.0000e+00   0.0000e+00 
  9.6902e+03   1.9953e-03   0.0000e+00   0.0000e+00 
  5.5000e+04   1.9953e-03   0.0000e+00   0.0000e+00 
  5.5000e+05   1.9953e-03   0.0000e+00   0.0000e+00 
  5.5000e+06   1.9953e-03   0.0000e+00   0.0000e+00 


  5.0000e-02   2.2387e-03   0.0000e+00   0.0000e+00 
  1.0330e-01   2.2387e-03   0.0000e+00   0.0000e+00 
  1.1013e-01   2.2387e-03   0.0000e+00   0.0000e+00 
  1.1740e-01   2.2387e-03   0.0000e+00   0.0000e+00 
  1.2515e-01   2.2387e-03   0.0000e+00   0.0000e+00 
  1.3342e-01   2.2387e-03   0.0000e+00   0.0000e+00 
  1.4223e-01   2.2387e-03   0.0000e+00   0.0000e+00 
  1.5163e-01   2.2387e-03   0.0000e+00   0.0000e+00 
  1.6164e-01   2.2387e-03   0.0000e+00   0.0000e+00 
  1.7232e-01   2.2387e-03   0.0000e+00   0.0000e+00 
  1.8370e-01   2.2387e-03   0.0000e+00   0.0000e+00 
  1.9583e-01   2.2387e-03   0.0000e+00   0.0000e+00 
  2.0877e-01   2.2387e-03   0.0000e+00   0.0000e+00 
  2.2256e-01   2.2387e-03   0.0000e+00   0.0000e+00 
  2.3726e-01   2.2387e-03   0.0000e+00   0.0000e+00 
  2.5293e-01   2.2387e-03   0.0000e+00   0.0000e+00 
  2.6964e-01   2.2387e-03   0.0000e+00   0.0000e+00 
  2.8745e-01   2.2387e-03   0.0000e+00   0.0000e+00 
  3.0643e-01   2.2387e-03   0.0000e+00   0.0000e+00 
  3.2667e-01   2.2387e-03   0.0000e+00   0.0000e+00 
  3.4825e-01   2.2387e-03   0.0000e+00   0.0000e+00 
  3.7125e-01   2.2387e-03   0.0000e+00   0.0000e+00 
  3.9577e-01   2.2387e-03   0.0000e+00   0.0000e+00 
  4.2191e-01   2.2387e-03   0.0000e+00   0.0000e+00 
  4.4978e-01   2.2387e-03   0.0000e+00   0.0000e+00 
  4.7949e-01   2.2387e-03   0.0000e+00   0.0000e+00 
  5.1116e-01   2.2387e-03   0.0000e+00   0.0000e+00 
  5.4492e-01   2.2387e-03   0.0000e+00   0.0000e+00 
  5.8091e-01   2.2387e-03   0.0000e+00   0.0000e+00 
  6.1928e-01   2.2387e-03   0.0000e+00   0.0000e+00 
  6.6019e-01   2.2387e-03   0.0000e+00   0.0000e+00 
  7.0379e-01   2.2387e-03   0.0000e+00   0.0000e+00 
  7.5028e-01   2.2387e-03   0.0000e+00   0.0000e+00 
  7.9983e-01   2.2387e-03   0.0000e+00   0.0000e+00 
  8.5266e-01   2.2387e-03   0.0000e+00   0.0000e+00 
  9.0898e-01   2.2387e-03   0.0000e+00   0.0000e+00 
  9.6902e-01   2.2387e-03   0.0000e+00   0.0000e+00 
  1.0330e+00   2.2387e-03   0.0000e+00   0.0000e+00 
  1.1013e+00   2.2387e-03   0.0000e+00   0.0000e+00 
  1.1740e+00   2.2387e-03   0.0000e+00   0.0000e+00 
  1.2515e+00   2.2387e-03   0.0000e+00   0.0000e+00 
  1.3342e+00   2.2387e-03   0.0000e+00   0.0000e+00 
  1.4223e+00   2.2387e-03   0.0000e+00   0.0000e+00 
  1.5163e+00   2.2387e-03   0.0000e+00   0.0000e+00 
  1.6164e+00   2.2387e-03   0.0000e+00   0.0000e+00 
  1.7232e+00   2.2387e-03   0.0000e+00   0.0000e+00 
  1.8370e+00   2.2387e-03   0.0000e+00   0.0000e+00 
  1.9583e+00   2.2387e-03   0.0000e+00   0.0000e+00 
  2.0877e+00   2.2387e-03   0.0000e+00   0.0000e+00 
  2.2256e+00   2.2387e-03   0.0000e+00   0.0000e+00 
  2.3726e+00   2.2387e-03   0.0000e+00   0.0000e+00 
  2.5293e+00   2.2387e-03   0.0000e+00   0.0000e+00 
  2.6964e+00   2.2387e-03   0.0000e+00   0.0000e+00 
  2.8745e+00   2.2387e-03   0.0000e+00   0.0000e+00 
  3.0643e+00   2.2387e-03   0.0000e+00   0.0000e+00 
  3.2667e+00   2.2387e-03   0.0000e+00   0.0000e+00 
  3.4825e+00   2.2387e-03   0.0000e+00   0.0000e+00 
  3.7125e+00   2.2387e-03   0.0000e+00   0.0000e+00 
  3.9577e+00   2.2387e-03   0.0000e+00   0.0000e+00 
  4.2191e+00   2.2387e-03   0.0000e+00   0.0000e+00 
  4.4978e+00   2.2387e-03   0.0000e+00   0.0000e+00 
  4.7949e+00   2.2387e-03   0.0000e+00   0.0000e+00 
  5.1116e+00   2.2387e-03   0.0000e+00   0.0000e+00 
  5.4492e+00   2.2387e-03   0.0000e+00   0.0000e+00 
  5.8091e+00   2.2387e-03   0.0000e+00   0.0000e+00 
  6.1928e+00   2.2387e-03   0.0000e+00   0.0000e+00 
  6.6019e+00   2.2387e-03   0.0000e+00   0.0000e+00 
  7.0379e+00   2.2387e-03   0.0000e+00   0.0000e+00 
  7.5028e+00   2.2387e-03   0.0000e+00   0.0000e+00 
  7.9983e+00   2.2387e-03   0.0000e+00   0.0000e+00 
  8.5266e+00   2.2387e-03   0.0000e+00   0.0000e+00 
  9.0898e+00   2.2387e-03   0.0000e+00   0.0000e+00 
  9.6902e+00   2.2387e-03   0.0000e+00   0.0000e+00 
  1.0330e+01   2.2387e-03   0.0000e+00   0.0000e+00 
  1.1013e+01   2.2387e-03   0.0000e+00   0.0000e+00 
  1.1740e+01   2.2387e-03   0.0000e+00   0.0000e+00 
  1.2515e+01   2.2387e-03   0.0000e+00   0.0000e+00 
  1.3342e+01   2.2387e-03   0.0000e+00   0.0000e+00 
  1.4223e+01   2.2387e-03   0.0000e+00   0.0000e+00 
  1.5163e+01   2.2387e-03   0.0000e+00   0.0000e+00 
  1.6164e+01   2.2387e-03   0.0000e+00   0.0000e+00 
  1.7232e+01   2.2387e-03   0.0000e+00   0.0000e+00 
  1.8370e+01   2.2387e-03   0.0000e+00   0.0000e+00 
  1.9583e+01   2.2387e-03   0.0000e+00   0.0000e+00 
  2.0877e+01   2.2387e-03   2.1029e+08   1.4754e+08 
  2.2256e+01   2.2387e-03   2.0958e+09   1.0515e+09 
  2.3726e+01   2.2387e-03   8.9272e+09   2.2880e+09 
  2.5293e+01   2.2387e-03   2.2175e+10   3.6278e+09 
  2.6964e+01   2.2387e-03   5.0575e+10   5.4823e+09 
  2.8745e+01   2.2387e-03   8.4622e+10   6.6259e+09 
  3.0643e+01   2.2387e-03   1.4092e+11   8.3287e+09 
  3.2667e+01   2.2387e-03   2.1162e+11   9.8193e+09 
  3.4825e+01   2.2387e-03   3.0822e+11   1.1497e+10 
  3.7125e+01   2.2387e-03   4.1165e+11   1.2885e+10 
  3.9577e+01   2.2387e-03   4.8366e+11   1.3446e+10 
  4.2191e+01   2.2387e-03   5.5459e+11   1.4309e+10 
  4.4978e+01   2.2387e-03   6.3477e+11   1.4346e+10 
  4.7949e+01   2.2387e-03   7.2045e+11   1.4625e+10 
  5.1116e+01   2.2387e-03   7.7935e+11   1.7457e+10 
  5.4492e+01   2.2387e-03   7.9740e+11   1.4194e+10 
  5.8091e+01   2.2387e-03   7.7194e+11   1.3818e+10 
  6.1928e+01   2.2387e-03   7.5357e+11   1.2585e+10 
  6.6019e+01   2.2387e-03   6.6500e+11   1.1305e+10 
  7.0379e+01   2.2387e-03   5.0983e+11   9.8906e+09 
  7.5028e+01   2.2387e-03   3.7265e+11   7.6766e+09 
  7.9983e+01   2.2387e-03   2.6384e+11   6.2267e+09 
  8.5266e+01   2.2387e-03   1.9194e+11   5.1057e+09 
  9.0898e+01   2.2387e-03   1.3697e+11   4.2460e+09 
  9.6902e+01   2.2387e-03   1.0343e+11   3.3718e+09 
  1.0330e+02   2.2387e-03   7.7400e+10   3.0573e+09 
  1.1013e+02   2.2387e-03   5.8739e+10   2.4083e+09 
  1.1740e+02   2.2387e-03   4.1918e+10   2.0121e+09 
  1.2515e+02   2.2387e-03   3.4816e+10   1.8000e+09 
  1.3342e+02   2.2387e-03   2.4956e+10   1.6970e+09 
  1.4223e+02   2.2387e-03   1.6562e+10   1.0782e+09 
  1.5163e+02   2.2387e-03   1.3345e+10   1.3278e+09 
  1.6164e+02   2.2387e-03   9.1396e+09   6.7359e+08 
  1.7232e+02   2.2387e-03   7.0323e+09   8.2981e+08 
  1.8370e+02   2.2387e-03   4.4739e+09   4.3487e+08 
  1.9583e+02   2.2387e-03   3.5130e+09   4.4405e+08 
  2.0877e+02   2.2387e-03   3.1259e+09   4.1512e+08 
  2.2256e+02   2.2387e-03   1.5006e+09   2.2134e+08 
  2.3726e+02   2.2387e-03   1.3277e+09   2.2863e+08 
  2.5293e+02   2.2387e-03   7.3084e+08   1.3667e+08 
  2.6964e+02   2.2387e-03   6.4442e+08   1.2199e+08 
  2.8745e+02   2.2387e-03   4.4311e+08   1.2363e+08 
  3.0643e+02   2.2387e-03   5.6356e+08   1.9860e+08 
  3.2667e+02   2.2387e-03   1.5428e+08   5.8735e+07 
  3.4825e+02   2.2387e-03   1.6578e+08   5.9067e+07 
  3.7125e+02   2.2387e-03   2.3403e+08   2.0749e+08 
  3.9577e+02   2.2387e-03   1.3622e+08   6.2156e+07 
  4.2191e+02   2.2387e-03   1.3773e+08   5.4705e+07 
  4.4978e+02   2.2387e-03   5.2797e+07   3.7650e+07 
  4.7949e+02   2.2387e-03   6.1244e+07   3.5472e+07 
  5.1116e+02   2.2387e-03   6.9737e+07   3.0426e+07 
  5.4492e+02   2.2387e-03   8.5517e+07   3.5592e+07 
  5.8091e+02   2.2387e-03   1.7251e+07   1.2260e+07 
  6.1928e+02   2.2387e-03   2.2983e+07   1.6766e+07 
  6.6019e+02   2.2387e-03   1.0651e+07   8.0586e+06 
  7.0379e+02   2.2387e-03   2.2402e+07   1.2946e+07 
  7.5028e+02   2.2387e-03   2.6929e+07   1.5699e+07 
  7.9983e+02   2.2387e-03   2.0513e+07   1.4505e+07 
  8.5266e+02   2.2387e-03   1.2960e+07   9.1953e+06 
  9.0898e+02   2.2387e-03   1.8044e+07   1.1740e+07 
  9.6902e+02   2.2387e-03   6.7663e+06   6.7663e+06 
  1.0330e+03   2.2387e-03   0.0000e+00   0.0000e+00 
  1.1013e+03   2.2387e-03   3.8375e+06   3.8375e+06 
  1.1740e+03   2.2387e-03   0.0000e+00   0.0000e+00 
  1.2515e+03   2.2387e-03   7.4004e+06   7.4004e+06 
  1.3342e+03   2.2387e-03   0.0000e+00   0.0000e+00 
  1.4223e+03   2.2387e-03   0.0000e+00   0.0000e+00 
  1.5163e+03   2.2387e-03   6.4484e+06   4.6558e+06 
  1.6164e+03   2.2387e-03   3.8492e+06   3.8492e+06 
  1.7232e+03   2.2387e-03   3.7554e+06   3.7554e+06 
  1.8370e+03   2.2387e-03   0.0000e+00   0.0000e+00 
  1.9583e+03   2.2387e-03   0.0000e+00   0.0000e+00 
  2.0877e+03   2.2387e-03   0.0000e+00   0.0000e+00 
  2.2256e+03   2.2387e-03   0.0000e+00   0.0000e+00 
  2.3726e+03   2.2387e-03   0.0000e+00   0.0000e+00 
  2.5293e+03   2.2387e-03   0.0000e+00   0.0000e+00 
  2.6964e+03   2.2387e-03   0.0000e+00   0.0000e+00 
  2.8745e+03   2.2387e-03   0.0000e+00   0.0000e+00 
  3.0643e+03   2.2387e-03   0.0000e+00   0.0000e+00 
  3.2667e+03   2.2387e-03   0.0000e+00   0.0000e+00 
  3.4825e+03   2.2387e-03   0.0000e+00   0.0000e+00 
  3.7125e+03   2.2387e-03   0.0000e+00   0.0000e+00 
  3.9577e+03   2.2387e-03   0.0000e+00   0.0000e+00 
  4.2191e+03   2.2387e-03   0.0000e+00   0.0000e+00 
  4.4978e+03   2.2387e-03   0.0000e+00   0.0000e+00 
  4.7949e+03   2.2387e-03   0.0000e+00   0.0000e+00 
  5.1116e+03   2.2387e-03   0.0000e+00   0.0000e+00 
  5.4492e+03   2.2387e-03   0.0000e+00   0.0000e+00 
  5.8091e+03   2.2387e-03   0.0000e+00   0.0000e+00 
  6.1928e+03   2.2387e-03   0.0000e+00   0.0000e+00 
  6.6019e+03   2.2387e-03   0.0000e+00   0.0000e+00 
  7.0379e+03   2.2387e-03   0.0000e+00   0.0000e+00 
  7.5028e+03   2.2387e-03   0.0000e+00   0.0000e+00 
  7.9983e+03   2.2387e-03   0.0000e+00   0.0000e+00 
  8.5266e+03   2.2387e-03   0.0000e+00   0.0000e+00 
  9.0898e+03   2.2387e-03   0.0000e+00   0.0000e+00 
  9.6902e+03   2.2387e-03   0.0000e+00   0.0000e+00 
  5.5000e+04   2.2387e-03   0.0000e+00   0.0000e+00 
  5.5000e+05   2.2387e-03   0.0000e+00   0.0000e+00 
  5.5000e+06   2.2387e-03   0.0000e+00   0.0000e+00 


  5.0000e-02   2.5119e-03   0.0000e+00   0.0000e+00 
  1.0330e-01   2.5119e-03   0.0000e+00   0.0000e+00 
  1.1013e-01   2.5119e-03   0.0000e+00   0.0000e+00 
  1.1740e-01   2.5119e-03   0.0000e+00   0.0000e+00 
  1.2515e-01   2.5119e-03   0.0000e+00   0.0000e+00 
  1.3342e-01   2.5119e-03   0.0000e+00   0.0000e+00 
  1.4223e-01   2.5119e-03   0.0000e+00   0.0000e+00 
  1.5163e-01   2.5119e-03   0.0000e+00   0.0000e+00 
  1.6164e-01   2.5119e-03   0.0000e+00   0.0000e+00 
  1.7232e-01   2.5119e-03   0.0000e+00   0.0000e+00 
  1.8370e-01   2.5119e-03   0.0000e+00   0.0000e+00 
  1.9583e-01   2.5119e-03   0.0000e+00   0.0000e+00 
  2.0877e-01   2.5119e-03   0.0000e+00   0.0000e+00 
  2.2256e-01   2.5119e-03   0.0000e+00   0.0000e+00 
  2.3726e-01   2.5119e-03   0.0000e+00   0.0000e+00 
  2.5293e-01   2.5119e-03   0.0000e+00   0.0000e+00 
  2.6964e-01   2.5119e-03   0.0000e+00   0.0000e+00 
  2.8745e-01   2.5119e-03   0.0000e+00   0.0000e+00 
  3.0643e-01   2.5119e-03   0.0000e+00   0.0000e+00 
  3.2667e-01   2.5119e-03   0.0000e+00   0.0000e+00 
  3.4825e-01   2.5119e-03   0.0000e+00   0.0000e+00 
  3.7125e-01   2.5119e-03   0.0000e+00   0.0000e+00 
  3.9577e-01   2.5119e-03   0.0000e+00   0.0000e+00 
  4.2191e-01   2.5119e-03   0.0000e+00   0.0000e+00 
  4.4978e-01   2.5119e-03   0.0000e+00   0.0000e+00 
  4.7949e-01   2.5119e-03   0.0000e+00   0.0000e+00 
  5.1116e-01   2.5119e-03   0.0000e+00   0.0000e+00 
  5.4492e-01   2.5119e-03   0.0000e+00   0.0000e+00 
  5.8091e-01   2.5119e-03   0.0000e+00   0.0000e+00 
  6.1928e-01   2.5119e-03   0.0000e+00   0.0000e+00 
  6.6019e-01   2.5119e-03   0.0000e+00   0.0000e+00 
  7.0379e-01   2.5119e-03   0.0000e+00   0.0000e+00 
  7.5028e-01   2.5119e-03   0.0000e+00   0.0000e+00 
  7.9983e-01   2.5119e-03   0.0000e+00   0.0000e+00 
  8.5266e-01   2.5119e-03   0.0000e+00   0.0000e+00 
  9.0898e-01   2.5119e-03   0.0000e+00   0.0000e+00 
  9.6902e-01   2.5119e-03   0.0000e+00   0.0000e+00 
  1.0330e+00   2.5119e-03   0.0000e+00   0.0000e+00 
  1.1013e+00   2.5119e-03   0.0000e+00   0.0000e+00 
  1.1740e+00   2.5119e-03   0.0000e+00   0.0000e+00 
  1.2515e+00   2.5119e-03   0.0000e+00   0.0000e+00 
  1.3342e+00   2.5119e-03   0.0000e+00   0.0000e+00 
  1.4223e+00   2.5119e-03   0.0000e+00   0.0000e+00 
  1.5163e+00   2.5119e-03   0.0000e+00   0.0000e+00 
  1.6164e+00   2.5119e-03   0.0000e+00   0.0000e+00 
  1.7232e+00   2.5119e-03   0.0000e+00   0.0000e+00 
  1.8370e+00   2.5119e-03   0.0000e+00   0.0000e+00 
  1.9583e+00   2.5119e-03   0.0000e+00   0.0000e+00 
  2.0877e+00   2.5119e-03   0.0000e+00   0.0000e+00 
  2.2256e+00   2.5119e-03   0.0000e+00   0.0000e+00 
  2.3726e+00   2.5119e-03   0.0000e+00   0.0000e+00 
  2.5293e+00   2.5119e-03   0.0000e+00   0.0000e+00 
  2.6964e+00   2.5119e-03   0.0000e+00   0.0000e+00 
  2.8745e+00   2.5119e-03   0.0000e+00   0.0000e+00 
  3.0643e+00   2.5119e-03   0.0000e+00   0.0000e+00 
  3.2667e+00   2.5119e-03   0.0000e+00   0.0000e+00 
  3.4825e+00   2.5119e-03   0.0000e+00   0.0000e+00 
  3.7125e+00   2.5119e-03   0.0000e+00   0.0000e+00 
  3.9577e+00   2.5119e-03   0.0000e+00   0.0000e+00 
  4.2191e+00   2.5119e-03   0.0000e+00   0.0000e+00 
  4.4978e+00   2.5119e-03   0.0000e+00   0.0000e+00 
  4.7949e+00   2.5119e-03   0.0000e+00   0.0000e+00 
  5.1116e+00   2.5119e-03   0.0000e+00   0.0000e+00 
  5.4492e+00   2.5119e-03   0.0000e+00   0.0000e+00 
  5.8091e+00   2.5119e-03   0.0000e+00   0.0000e+00 
  6.1928e+00   2.5119e-03   0.0000e+00   0.0000e+00 
  6.6019e+00   2.5119e-03   0.0000e+00   0.0000e+00 
  7.0379e+00   2.5119e-03   0.0000e+00   0.0000e+00 
  7.5028e+00   2.5119e-03   0.0000e+00   0.0000e+00 
  7.9983e+00   2.5119e-03   0.0000e+00   0.0000e+00 
  8.5266e+00   2.5119e-03   0.0000e+00   0.0000e+00 
  9.0898e+00   2.5119e-03   0.0000e+00   0.0000e+00 
  9.6902e+00   2.5119e-03   0.0000e+00   0.0000e+00 
  1.0330e+01   2.5119e-03   0.0000e+00   0.0000e+00 
  1.1013e+01   2.5119e-03   0.0000e+00   0.0000e+00 
  1.1740e+01   2.5119e-03   0.0000e+00   0.0000e+00 
  1.2515e+01   2.5119e-03   0.0000e+00   0.0000e+00 
  1.3342e+01   2.5119e-03   0.0000e+00   0.0000e+00 
  1.4223e+01   2.5119e-03   0.0000e+00   0.0000e+00 
  1.5163e+01   2.5119e-03   0.0000e+00   0.0000e+00 
  1.6164e+01   2.5119e-03   0.0000e+00   0.0000e+00 
  1.7232e+01   2.5119e-03   0.0000e+00   0.0000e+00 
  1.8370e+01   2.5119e-03   0.0000e+00   0.0000e+00 
  1.9583e+01   2.5119e-03   4.6871e+05   3.5903e+05 
  2.0877e+01   2.5119e-03   7.1931e+08   5.2560e+08 
  2.2256e+01   2.5119e-03   1.0327e+10   2.4950e+09 
  2.3726e+01   2.5119e-03   1.9305e+10   3.2760e+09 
  2.5293e+01   2.5119e-03   5.8120e+10   5.8643e+09 
  2.6964e+01   2.5119e-03   8.3403e+10   6.5221e+09 
  2.8745e+01   2.5119e-03   1.3006e+11   7.8945e+09 
  3.0643e+01   2.5119e-03   2.1345e+11   9.7975e+09 
  3.2667e+01   2.5119e-03   2.8971e+11   1.0922e+10 
  3.4825e+01   2.5119e-03   4.0877e+11   1.3081e+10 
  3.7125e+01   2.5119e-03   4.8710e+11   1.3249e+10 
  3.9577e+01   2.5119e-03   5.6672e+11   1.3658e+10 
  4.2191e+01   2.5119e-03   6.8088e+11   1.4707e+10 
  4.4978e+01   2.5119e-03   7.5364e+11   1.4771e+10 
  4.7949e+01   2.5119e-03   8.3322e+11   1.4831e+10 
  5.1116e+01   2.5119e-03   8.4615e+11   1.4300e+10 
  5.4492e+01   2.5119e-03   8.7283e+11   1.3965e+10 
  5.8091e+01   2.5119e-03   8.3319e+11   1.3164e+10 
  6.1928e+01   2.5119e-03   7.5486e+11   1.2078e+10 
  6.6019e+01   2.5119e-03   5.8746e+11   9.9868e+09 
  7.0379e+01   2.5119e-03   4.4367e+11   9.0952e+09 
  7.5028e+01   2.5119e-03   3.1271e+11   6.7546e+09 
  7.9983e+01   2.5119e-03   2.3204e+11   5.6619e+09 
  8.5266e+01   2.5119e-03   1.6572e+11   4.6069e+09 
  9.0898e+01   2.5119e-03   1.2560e+11   3.7178e+09 
  9.6902e+01   2.5119e-03   9.9561e+10   3.2357e+09 
  1.0330e+02   2.5119e-03   7.2638e+10   2.6150e+09 
  1.1013e+02   2.5119e-03   5.7411e+10   2.1587e+09 
  1.1740e+02   2.5119e-03   4.3170e+10   1.8002e+09 
  1.2515e+02   2.5119e-03   3.2040e+10   1.5732e+09 
  1.3342e+02   2.5119e-03   2.2339e+10   1.3671e+09 
  1.4223e+02   2.5119e-03   1.7416e+10   1.2400e+09 
  1.5163e+02   2.5119e-03   1.2956e+10   1.0766e+09 
  1.6164e+02   2.5119e-03   1.0493e+10   9.1183e+08 
  1.7232e+02   2.5119e-03   6.8049e+09   5.5596e+08 
  1.8370e+02   2.5119e-03   5.0196e+09   4.2918e+08 
  1.9583e+02   2.5119e-03   4.0181e+09   6.3446e+08 
  2.0877e+02   2.5119e-03   2.7410e+09   4.1882e+08 
  2.2256e+02   2.5119e-03   1.9842e+09   2.9426e+08 
  2.3726e+02   2.5119e-03   8.2317e+08   1.5862e+08 
  2.5293e+02   2.5119e-03   1.3848e+09   3.5562e+08 
  2.6964e+02   2.5119e-03   4.9786e+08   1.2969e+08 
  2.8745e+02   2.5119e-03   6.7463e+08   2.3814e+08 
  3.0643e+02   2.5119e-03   7.5865e+08   2.7820e+08 
  3.2667e+02   2.5119e-03   2.6659e+08   8.7149e+07 
  3.4825e+02   2.5119e-03   1.0059e+08   4.6915e+07 
  3.7125e+02   2.5119e-03   6.9555e+07   3.3199e+07 
  3.9577e+02   2.5119e-03   1.0129e+08   4.3290e+07 
  4.2191e+02   2.5119e-03   1.2827e+08   5.1335e+07 
  4.4978e+02   2.5119e-03   6.2288e+07   2.6553e+07 
  4.7949e+02   2.5119e-03   1.7900e+07   1.4075e+07 
  5.1116e+02   2.5119e-03   9.7838e+07   5.1384e+07 
  5.4492e+02   2.5119e-03   5.9027e+07   3.3161e+07 
  5.8091e+02   2.5119e-03   5.5653e+06   5.5653e+06 
  6.1928e+02   2.5119e-03   1.1815e+07   1.1815e+07 
  6.6019e+02   2.5119e-03   4.0593e+06   4.0593e+06 
  7.0379e+02   2.5119e-03   2.7221e+07   1.3956e+07 
  7.5028e+02   2.5119e-03   3.6591e+07   2.2570e+07 
  7.9983e+02   2.5119e-03   3.3477e+07   1.7394e+07 
  8.5266e+02   2.5119e-03   1.1807e+07   1.1807e+07 
  9.0898e+02   2.5119e-03   8.0293e+06   8.0293e+06 
  9.6902e+02   2.5119e-03   3.4018e+06   3.4018e+06 
  1.0330e+03   2.5119e-03   1.2575e+07   9.1495e+06 
  1.1013e+03   2.5119e-03   5.2433e+06   5.2433e+06 
  1.1740e+03   2.5119e-03   0.0000e+00   0.0000e+00 
  1.2515e+03   2.5119e-03   7.4131e+06   5.2440e+06 
  1.3342e+03   2.5119e-03   0.0000e+00   0.0000e+00 
  1.4223e+03   2.5119e-03   0.0000e+00   0.0000e+00 
  1.5163e+03   2.5119e-03   0.0000e+00   0.0000e+00 
  1.6164e+03   2.5119e-03   0.0000e+00   0.0000e+00 
  1.7232e+03   2.5119e-03   0.0000e+00   0.0000e+00 
  1.8370e+03   2.5119e-03   0.0000e+00   0.0000e+00 
  1.9583e+03   2.5119e-03   0.0000e+00   0.0000e+00 
  2.0877e+03   2.5119e-03   0.0000e+00   0.0000e+00 
  2.2256e+03   2.5119e-03   0.0000e+00   0.0000e+00 
  2.3726e+03   2.5119e-03   0.0000e+00   0.0000e+00 
  2.5293e+03   2.5119e-03   0.0000e+00   0.0000e+00 
  2.6964e+03   2.5119e-03   0.0000e+00   0.0000e+00 
  2.8745e+03   2.5119e-03   0.0000e+00   0.0000e+00 
  3.0643e+03   2.5119e-03   0.0000e+00   0.0000e+00 
  3.2667e+03   2.5119e-03   0.0000e+00   0.0000e+00 
  3.4825e+03   2.5119e-03   0.0000e+00   0.0000e+00 
  3.7125e+03   2.5119e-03   0.0000e+00   0.0000e+00 
  3.9577e+03   2.5119e-03   0.0000e+00   0.0000e+00 
  4.2191e+03   2.5119e-03   0.0000e+00   0.0000e+00 
  4.4978e+03   2.5119e-03   0.0000e+00   0.0000e+00 
  4.7949e+03   2.5119e-03   0.0000e+00   0.0000e+00 
  5.1116e+03   2.5119e-03   0.0000e+00   0.0000e+00 
  5.4492e+03   2.5119e-03   0.0000e+00   0.0000e+00 
  5.8091e+03   2.5119e-03   0.0000e+00   0.0000e+00 
  6.1928e+03   2.5119e-03   0.0000e+00   0.0000e+00 
  6.6019e+03   2.5119e-03   0.0000e+00   0.0000e+00 
  7.0379e+03   2.5119e-03   0.0000e+00   0.0000e+00 
  7.5028e+03   2.5119e-03   0.0000e+00   0.0000e+00 
  7.9983e+03   2.5119e-03   0.0000e+00   0.0000e+00 
  8.5266e+03   2.5119e-03   0.0000e+00   0.0000e+00 
  9.0898e+03   2.5119e-03   0.0000e+00   0.0000e+00 
  9.6902e+03   2.5119e-03   0.0000e+00   0.0000e+00 
  5.5000e+04   2.5119e-03   0.0000e+00   0.0000e+00 
  5.5000e+05   2.5119e-03   0.0000e+00   0.0000e+00 
  5.5000e+06   2.5119e-03   0.0000e+00   0.0000e+00 


  5.0000e-02   2.8184e-03   0.0000e+00   0.0000e+00 
  1.0330e-01   2.8184e-03   0.0000e+00   0.0000e+00 
  1.1013e-01   2.8184e-03   0.0000e+00   0.0000e+00 
  1.1740e-01   2.8184e-03   0.0000e+00   0.0000e+00 
  1.2515e-01   2.8184e-03   0.0000e+00   0.0000e+00 
  1.3342e-01   2.8184e-03   0.0000e+00   0.0000e+00 
  1.4223e-01   2.8184e-03   0.0000e+00   0.0000e+00 
  1.5163e-01   2.8184e-03   0.0000e+00   0.0000e+00 
  1.6164e-01   2.8184e-03   0.0000e+00   0.0000e+00 
  1.7232e-01   2.8184e-03   0.0000e+00   0.0000e+00 
  1.8370e-01   2.8184e-03   0.0000e+00   0.0000e+00 
  1.9583e-01   2.8184e-03   0.0000e+00   0.0000e+00 
  2.0877e-01   2.8184e-03   0.0000e+00   0.0000e+00 
  2.2256e-01   2.8184e-03   0.0000e+00   0.0000e+00 
  2.3726e-01   2.8184e-03   0.0000e+00   0.0000e+00 
  2.5293e-01   2.8184e-03   0.0000e+00   0.0000e+00 
  2.6964e-01   2.8184e-03   0.0000e+00   0.0000e+00 
  2.8745e-01   2.8184e-03   0.0000e+00   0.0000e+00 
  3.0643e-01   2.8184e-03   0.0000e+00   0.0000e+00 
  3.2667e-01   2.8184e-03   0.0000e+00   0.0000e+00 
  3.4825e-01   2.8184e-03   0.0000e+00   0.0000e+00 
  3.7125e-01   2.8184e-03   0.0000e+00   0.0000e+00 
  3.9577e-01   2.8184e-03   0.0000e+00   0.0000e+00 
  4.2191e-01   2.8184e-03   0.0000e+00   0.0000e+00 
  4.4978e-01   2.8184e-03   0.0000e+00   0.0000e+00 
