## section 2 key
## There are 221  energy bands, each with  184  time bins.
## Emission    Energy of   Brightness    std. error  
##   Time      bin center (n/sterad(p)/   (n/sterad(p)/  
##   (us)         (eV)     pulse/us/eV)  pulse/us/eV)
  2.2256e+02   1.0000e+03   0.0000e+00   0.0000e+00 
  2.3726e+02   1.0000e+03   0.0000e+00   0.0000e+00 
  2.5293e+02   1.0000e+03   0.0000e+00   0.0000e+00 
  2.6964e+02   1.0000e+03   0.0000e+00   0.0000e+00 
  2.8745e+02   1.0000e+03   0.0000e+00   0.0000e+00 
  3.0643e+02   1.0000e+03   0.0000e+00   0.0000e+00 
  3.2667e+02   1.0000e+03   0.0000e+00   0.0000e+00 
  3.4825e+02   1.0000e+03   0.0000e+00   0.0000e+00 
  3.7125e+02   1.0000e+03   0.0000e+00   0.0000e+00 
  3.9577e+02   1.0000e+03   0.0000e+00   0.0000e+00 
  4.2191e+02   1.0000e+03   0.0000e+00   0.0000e+00 
  4.4978e+02   1.0000e+03   0.0000e+00   0.0000e+00 
  4.7949e+02   1.0000e+03   0.0000e+00   0.0000e+00 
  5.1116e+02   1.0000e+03   0.0000e+00   0.0000e+00 
  5.4492e+02   1.0000e+03   0.0000e+00   0.0000e+00 
  5.8091e+02   1.0000e+03   0.0000e+00   0.0000e+00 
  6.1928e+02   1.0000e+03   0.0000e+00   0.0000e+00 
  6.6019e+02   1.0000e+03   0.0000e+00   0.0000e+00 
  7.0379e+02   1.0000e+03   0.0000e+00   0.0000e+00 
  7.5028e+02   1.0000e+03   0.0000e+00   0.0000e+00 
  7.9983e+02   1.0000e+03   0.0000e+00   0.0000e+00 
  8.5266e+02   1.0000e+03   0.0000e+00   0.0000e+00 
  9.0898e+02   1.0000e+03   0.0000e+00   0.0000e+00 
  9.6902e+02   1.0000e+03   0.0000e+00   0.0000e+00 
  1.0330e+03   1.0000e+03   0.0000e+00   0.0000e+00 
  1.1013e+03   1.0000e+03   0.0000e+00   0.0000e+00 
  1.1740e+03   1.0000e+03   0.0000e+00   0.0000e+00 
  1.2515e+03   1.0000e+03   0.0000e+00   0.0000e+00 
  1.3342e+03   1.0000e+03   0.0000e+00   0.0000e+00 
  1.4223e+03   1.0000e+03   0.0000e+00   0.0000e+00 
  1.5163e+03   1.0000e+03   0.0000e+00   0.0000e+00 
  1.6164e+03   1.0000e+03   0.0000e+00   0.0000e+00 
  1.7232e+03   1.0000e+03   0.0000e+00   0.0000e+00 
  1.8370e+03   1.0000e+03   0.0000e+00   0.0000e+00 
  1.9583e+03   1.0000e+03   0.0000e+00   0.0000e+00 
  2.0877e+03   1.0000e+03   0.0000e+00   0.0000e+00 
  2.2256e+03   1.0000e+03   0.0000e+00   0.0000e+00 
  2.3726e+03   1.0000e+03   0.0000e+00   0.0000e+00 
  2.5293e+03   1.0000e+03   0.0000e+00   0.0000e+00 
  2.6964e+03   1.0000e+03   0.0000e+00   0.0000e+00 
  2.8745e+03   1.0000e+03   0.0000e+00   0.0000e+00 
  3.0643e+03   1.0000e+03   0.0000e+00   0.0000e+00 
  3.2667e+03   1.0000e+03   0.0000e+00   0.0000e+00 
  3.4825e+03   1.0000e+03   0.0000e+00   0.0000e+00 
  3.7125e+03   1.0000e+03   0.0000e+00   0.0000e+00 
  3.9577e+03   1.0000e+03   0.0000e+00   0.0000e+00 
  4.2191e+03   1.0000e+03   0.0000e+00   0.0000e+00 
  4.4978e+03   1.0000e+03   0.0000e+00   0.0000e+00 
  4.7949e+03   1.0000e+03   0.0000e+00   0.0000e+00 
  5.1116e+03   1.0000e+03   0.0000e+00   0.0000e+00 
  5.4492e+03   1.0000e+03   0.0000e+00   0.0000e+00 
  5.8091e+03   1.0000e+03   0.0000e+00   0.0000e+00 
  6.1928e+03   1.0000e+03   0.0000e+00   0.0000e+00 
  6.6019e+03   1.0000e+03   0.0000e+00   0.0000e+00 
  7.0379e+03   1.0000e+03   0.0000e+00   0.0000e+00 
  7.5028e+03   1.0000e+03   0.0000e+00   0.0000e+00 
  7.9983e+03   1.0000e+03   0.0000e+00   0.0000e+00 
  8.5266e+03   1.0000e+03   0.0000e+00   0.0000e+00 
  9.0898e+03   1.0000e+03   0.0000e+00   0.0000e+00 
  9.6902e+03   1.0000e+03   0.0000e+00   0.0000e+00 
  5.5000e+04   1.0000e+03   0.0000e+00   0.0000e+00 
  5.5000e+05   1.0000e+03   0.0000e+00   0.0000e+00 
  5.5000e+06   1.0000e+03   0.0000e+00   0.0000e+00 


  5.0000e-02   1.1220e+03   0.0000e+00   0.0000e+00 
  1.0330e-01   1.1220e+03   4.1913e+09   5.9936e+07 
  1.1013e-01   1.1220e+03   4.6590e+09   6.0567e+07 
  1.1740e-01   1.1220e+03   5.2044e+09   6.2452e+07 
  1.2515e-01   1.1220e+03   5.4890e+09   6.1477e+07 
  1.3342e-01   1.1220e+03   5.5857e+09   5.9767e+07 
  1.4223e-01   1.1220e+03   5.6090e+09   5.7212e+07 
  1.5163e-01   1.1220e+03   5.4501e+09   5.4501e+07 
  1.6164e-01   1.1220e+03   5.0868e+09   4.9851e+07 
  1.7232e-01   1.1220e+03   4.6658e+09   4.5725e+07 
  1.8370e-01   1.1220e+03   4.1696e+09   4.1696e+07 
  1.9583e-01   1.1220e+03   3.6649e+09   3.7748e+07 
  2.0877e-01   1.1220e+03   3.1702e+09   3.3921e+07 
  2.2256e-01   1.1220e+03   2.7068e+09   3.0316e+07 
  2.3726e-01   1.1220e+03   2.2652e+09   2.6276e+07 
  2.5293e-01   1.1220e+03   1.9829e+09   2.4389e+07 
  2.6964e-01   1.1220e+03   1.6015e+09   2.0660e+07 
  2.8745e-01   1.1220e+03   1.3459e+09   1.8304e+07 
  3.0643e-01   1.1220e+03   1.1377e+09   1.6269e+07 
  3.2667e-01   1.1220e+03   9.5111e+08   1.4076e+07 
  3.4825e-01   1.1220e+03   7.8621e+08   1.2344e+07 
  3.7125e-01   1.1220e+03   6.7013e+08   1.0990e+07 
  3.9577e-01   1.1220e+03   5.4662e+08   9.4566e+06 
  4.2191e-01   1.1220e+03   4.4243e+08   8.0080e+06 
  4.4978e-01   1.1220e+03   3.7216e+08   7.1083e+06 
  4.7949e-01   1.1220e+03   3.2021e+08   6.3722e+06 
  5.1116e-01   1.1220e+03   2.6601e+08   5.5596e+06 
  5.4492e-01   1.1220e+03   2.1517e+08   4.8199e+06 
  5.8091e-01   1.1220e+03   1.6787e+08   4.0122e+06 
  6.1928e-01   1.1220e+03   1.3418e+08   3.3813e+06 
  6.6019e-01   1.1220e+03   1.1398e+08   2.9975e+06 
  7.0379e-01   1.1220e+03   9.0810e+07   2.5881e+06 
  7.5028e-01   1.1220e+03   6.9692e+07   2.1953e+06 
  7.9983e-01   1.1220e+03   5.6551e+07   1.9171e+06 
  8.5266e-01   1.1220e+03   4.6524e+07   1.6888e+06 
  9.0898e-01   1.1220e+03   3.4810e+07   1.3645e+06 
  9.6902e-01   1.1220e+03   2.5637e+07   1.0537e+06 
  1.0330e+00   1.1220e+03   2.2405e+07   1.0553e+06 
  1.1013e+00   1.1220e+03   1.5023e+07   7.7972e+05 
  1.1740e+00   1.1220e+03   1.2843e+07   7.3336e+05 
  1.2515e+00   1.1220e+03   7.6869e+06   4.7197e+05 
  1.3342e+00   1.1220e+03   5.7074e+06   3.7840e+05 
  1.4223e+00   1.1220e+03   5.0918e+06   3.6406e+05 
  1.5163e+00   1.1220e+03   3.9278e+06   3.4093e+05 
  1.6164e+00   1.1220e+03   3.1128e+06   2.6272e+05 
  1.7232e+00   1.1220e+03   1.6916e+06   1.6984e+05 
  1.8370e+00   1.1220e+03   1.5299e+06   1.8542e+05 
  1.9583e+00   1.1220e+03   8.9976e+05   1.1499e+05 
  2.0877e+00   1.1220e+03   9.4669e+05   1.7466e+05 
  2.2256e+00   1.1220e+03   6.2664e+05   1.0753e+05 
  2.3726e+00   1.1220e+03   4.6660e+05   9.3600e+04 
  2.5293e+00   1.1220e+03   4.8050e+05   1.2704e+05 
  2.6964e+00   1.1220e+03   1.7118e+05   3.7693e+04 
  2.8745e+00   1.1220e+03   1.6387e+05   4.2736e+04 
  3.0643e+00   1.1220e+03   2.3314e+05   6.2435e+04 
  3.2667e+00   1.1220e+03   2.4102e+05   5.3410e+04 
  3.4825e+00   1.1220e+03   1.0805e+05   2.7336e+04 
  3.7125e+00   1.1220e+03   9.7748e+04   4.4534e+04 
  3.9577e+00   1.1220e+03   1.4892e+05   3.2108e+04 
  4.2191e+00   1.1220e+03   9.2988e+04   2.2503e+04 
  4.4978e+00   1.1220e+03   5.4910e+04   1.6599e+04 
  4.7949e+00   1.1220e+03   9.4904e+04   4.0609e+04 
  5.1116e+00   1.1220e+03   2.7746e+04   1.2461e+04 
  5.4492e+00   1.1220e+03   2.4136e+04   1.0084e+04 
  5.8091e+00   1.1220e+03   1.2725e+04   8.5270e+03 
  6.1928e+00   1.1220e+03   2.1419e+03   1.2843e+03 
  6.6019e+00   1.1220e+03   1.9294e+03   1.4316e+03 
  7.0379e+00   1.1220e+03   7.3570e+02   7.3570e+02 
  7.5028e+00   1.1220e+03   1.8945e+03   1.8945e+03 
  7.9983e+00   1.1220e+03   0.0000e+00   0.0000e+00 
  8.5266e+00   1.1220e+03   0.0000e+00   0.0000e+00 
  9.0898e+00   1.1220e+03   0.0000e+00   0.0000e+00 
  9.6902e+00   1.1220e+03   0.0000e+00   0.0000e+00 
  1.0330e+01   1.1220e+03   0.0000e+00   0.0000e+00 
  1.1013e+01   1.1220e+03   0.0000e+00   0.0000e+00 
  1.1740e+01   1.1220e+03   0.0000e+00   0.0000e+00 
  1.2515e+01   1.1220e+03   0.0000e+00   0.0000e+00 
  1.3342e+01   1.1220e+03   0.0000e+00   0.0000e+00 
  1.4223e+01   1.1220e+03   0.0000e+00   0.0000e+00 
  1.5163e+01   1.1220e+03   0.0000e+00   0.0000e+00 
  1.6164e+01   1.1220e+03   0.0000e+00   0.0000e+00 
  1.7232e+01   1.1220e+03   0.0000e+00   0.0000e+00 
  1.8370e+01   1.1220e+03   0.0000e+00   0.0000e+00 
  1.9583e+01   1.1220e+03   0.0000e+00   0.0000e+00 
  2.0877e+01   1.1220e+03   0.0000e+00   0.0000e+00 
  2.2256e+01   1.1220e+03   0.0000e+00   0.0000e+00 
  2.3726e+01   1.1220e+03   0.0000e+00   0.0000e+00 
  2.5293e+01   1.1220e+03   0.0000e+00   0.0000e+00 
  2.6964e+01   1.1220e+03   0.0000e+00   0.0000e+00 
  2.8745e+01   1.1220e+03   0.0000e+00   0.0000e+00 
  3.0643e+01   1.1220e+03   0.0000e+00   0.0000e+00 
  3.2667e+01   1.1220e+03   0.0000e+00   0.0000e+00 
  3.4825e+01   1.1220e+03   0.0000e+00   0.0000e+00 
  3.7125e+01   1.1220e+03   0.0000e+00   0.0000e+00 
  3.9577e+01   1.1220e+03   0.0000e+00   0.0000e+00 
  4.2191e+01   1.1220e+03   0.0000e+00   0.0000e+00 
  4.4978e+01   1.1220e+03   0.0000e+00   0.0000e+00 
  4.7949e+01   1.1220e+03   0.0000e+00   0.0000e+00 
  5.1116e+01   1.1220e+03   0.0000e+00   0.0000e+00 
  5.4492e+01   1.1220e+03   0.0000e+00   0.0000e+00 
  5.8091e+01   1.1220e+03   0.0000e+00   0.0000e+00 
  6.1928e+01   1.1220e+03   0.0000e+00   0.0000e+00 
  6.6019e+01   1.1220e+03   0.0000e+00   0.0000e+00 
  7.0379e+01   1.1220e+03   0.0000e+00   0.0000e+00 
  7.5028e+01   1.1220e+03   0.0000e+00   0.0000e+00 
  7.9983e+01   1.1220e+03   0.0000e+00   0.0000e+00 
  8.5266e+01   1.1220e+03   0.0000e+00   0.0000e+00 
  9.0898e+01   1.1220e+03   0.0000e+00   0.0000e+00 
  9.6902e+01   1.1220e+03   0.0000e+00   0.0000e+00 
  1.0330e+02   1.1220e+03   0.0000e+00   0.0000e+00 
  1.1013e+02   1.1220e+03   0.0000e+00   0.0000e+00 
  1.1740e+02   1.1220e+03   0.0000e+00   0.0000e+00 
  1.2515e+02   1.1220e+03   0.0000e+00   0.0000e+00 
  1.3342e+02   1.1220e+03   0.0000e+00   0.0000e+00 
  1.4223e+02   1.1220e+03   0.0000e+00   0.0000e+00 
  1.5163e+02   1.1220e+03   0.0000e+00   0.0000e+00 
  1.6164e+02   1.1220e+03   0.0000e+00   0.0000e+00 
  1.7232e+02   1.1220e+03   0.0000e+00   0.0000e+00 
  1.8370e+02   1.1220e+03   0.0000e+00   0.0000e+00 
  1.9583e+02   1.1220e+03   0.0000e+00   0.0000e+00 
  2.0877e+02   1.1220e+03   0.0000e+00   0.0000e+00 
  2.2256e+02   1.1220e+03   0.0000e+00   0.0000e+00 
  2.3726e+02   1.1220e+03   0.0000e+00   0.0000e+00 
  2.5293e+02   1.1220e+03   0.0000e+00   0.0000e+00 
  2.6964e+02   1.1220e+03   0.0000e+00   0.0000e+00 
  2.8745e+02   1.1220e+03   0.0000e+00   0.0000e+00 
  3.0643e+02   1.1220e+03   0.0000e+00   0.0000e+00 
  3.2667e+02   1.1220e+03   0.0000e+00   0.0000e+00 
  3.4825e+02   1.1220e+03   0.0000e+00   0.0000e+00 
  3.7125e+02   1.1220e+03   0.0000e+00   0.0000e+00 
  3.9577e+02   1.1220e+03   0.0000e+00   0.0000e+00 
  4.2191e+02   1.1220e+03   0.0000e+00   0.0000e+00 
  4.4978e+02   1.1220e+03   0.0000e+00   0.0000e+00 
  4.7949e+02   1.1220e+03   0.0000e+00   0.0000e+00 
  5.1116e+02   1.1220e+03   0.0000e+00   0.0000e+00 
  5.4492e+02   1.1220e+03   0.0000e+00   0.0000e+00 
  5.8091e+02   1.1220e+03   0.0000e+00   0.0000e+00 
  6.1928e+02   1.1220e+03   0.0000e+00   0.0000e+00 
  6.6019e+02   1.1220e+03   0.0000e+00   0.0000e+00 
  7.0379e+02   1.1220e+03   0.0000e+00   0.0000e+00 
  7.5028e+02   1.1220e+03   0.0000e+00   0.0000e+00 
  7.9983e+02   1.1220e+03   0.0000e+00   0.0000e+00 
  8.5266e+02   1.1220e+03   0.0000e+00   0.0000e+00 
  9.0898e+02   1.1220e+03   0.0000e+00   0.0000e+00 
  9.6902e+02   1.1220e+03   0.0000e+00   0.0000e+00 
  1.0330e+03   1.1220e+03   0.0000e+00   0.0000e+00 
  1.1013e+03   1.1220e+03   0.0000e+00   0.0000e+00 
  1.1740e+03   1.1220e+03   0.0000e+00   0.0000e+00 
  1.2515e+03   1.1220e+03   0.0000e+00   0.0000e+00 
  1.3342e+03   1.1220e+03   0.0000e+00   0.0000e+00 
  1.4223e+03   1.1220e+03   0.0000e+00   0.0000e+00 
  1.5163e+03   1.1220e+03   0.0000e+00   0.0000e+00 
  1.6164e+03   1.1220e+03   0.0000e+00   0.0000e+00 
  1.7232e+03   1.1220e+03   0.0000e+00   0.0000e+00 
  1.8370e+03   1.1220e+03   0.0000e+00   0.0000e+00 
  1.9583e+03   1.1220e+03   0.0000e+00   0.0000e+00 
  2.0877e+03   1.1220e+03   0.0000e+00   0.0000e+00 
  2.2256e+03   1.1220e+03   0.0000e+00   0.0000e+00 
  2.3726e+03   1.1220e+03   0.0000e+00   0.0000e+00 
  2.5293e+03   1.1220e+03   0.0000e+00   0.0000e+00 
  2.6964e+03   1.1220e+03   0.0000e+00   0.0000e+00 
  2.8745e+03   1.1220e+03   0.0000e+00   0.0000e+00 
  3.0643e+03   1.1220e+03   0.0000e+00   0.0000e+00 
  3.2667e+03   1.1220e+03   0.0000e+00   0.0000e+00 
  3.4825e+03   1.1220e+03   0.0000e+00   0.0000e+00 
  3.7125e+03   1.1220e+03   0.0000e+00   0.0000e+00 
  3.9577e+03   1.1220e+03   0.0000e+00   0.0000e+00 
  4.2191e+03   1.1220e+03   0.0000e+00   0.0000e+00 
  4.4978e+03   1.1220e+03   0.0000e+00   0.0000e+00 
  4.7949e+03   1.1220e+03   0.0000e+00   0.0000e+00 
  5.1116e+03   1.1220e+03   0.0000e+00   0.0000e+00 
  5.4492e+03   1.1220e+03   0.0000e+00   0.0000e+00 
  5.8091e+03   1.1220e+03   0.0000e+00   0.0000e+00 
  6.1928e+03   1.1220e+03   0.0000e+00   0.0000e+00 
  6.6019e+03   1.1220e+03   0.0000e+00   0.0000e+00 
  7.0379e+03   1.1220e+03   0.0000e+00   0.0000e+00 
  7.5028e+03   1.1220e+03   0.0000e+00   0.0000e+00 
  7.9983e+03   1.1220e+03   0.0000e+00   0.0000e+00 
  8.5266e+03   1.1220e+03   0.0000e+00   0.0000e+00 
  9.0898e+03   1.1220e+03   0.0000e+00   0.0000e+00 
  9.6902e+03   1.1220e+03   0.0000e+00   0.0000e+00 
  5.5000e+04   1.1220e+03   0.0000e+00   0.0000e+00 
  5.5000e+05   1.1220e+03   0.0000e+00   0.0000e+00 
  5.5000e+06   1.1220e+03   0.0000e+00   0.0000e+00 


  5.0000e-02   1.2589e+03   0.0000e+00   0.0000e+00 
  1.0330e-01   1.2589e+03   4.2708e+09   5.6801e+07 
  1.1013e-01   1.2589e+03   4.7743e+09   5.8724e+07 
  1.1740e-01   1.2589e+03   5.1318e+09   5.8502e+07 
  1.2515e-01   1.2589e+03   5.0847e+09   5.5423e+07 
  1.3342e-01   1.2589e+03   5.2714e+09   5.4295e+07 
  1.4223e-01   1.2589e+03   5.2029e+09   5.2029e+07 
  1.5163e-01   1.2589e+03   4.8836e+09   4.7859e+07 
  1.6164e-01   1.2589e+03   4.5171e+09   4.4267e+07 
  1.7232e-01   1.2589e+03   4.0758e+09   4.0758e+07 
  1.8370e-01   1.2589e+03   3.5822e+09   3.6539e+07 
  1.9583e-01   1.2589e+03   3.0709e+09   3.2551e+07 
  2.0877e-01   1.2589e+03   2.7193e+09   2.9912e+07 
  2.2256e-01   1.2589e+03   2.2276e+09   2.6063e+07 
  2.3726e-01   1.2589e+03   1.8863e+09   2.2824e+07 
  2.5293e-01   1.2589e+03   1.6246e+09   2.0470e+07 
  2.6964e-01   1.2589e+03   1.3395e+09   1.7681e+07 
  2.8745e-01   1.2589e+03   1.0986e+09   1.5381e+07 
  3.0643e-01   1.2589e+03   9.5500e+08   1.4038e+07 
  3.2667e-01   1.2589e+03   7.8083e+08   1.1947e+07 
  3.4825e-01   1.2589e+03   6.6015e+08   1.0628e+07 
  3.7125e-01   1.2589e+03   5.5653e+08   9.5166e+06 
  3.9577e-01   1.2589e+03   4.5752e+08   8.1895e+06 
  4.2191e-01   1.2589e+03   3.7647e+08   7.0400e+06 
  4.4978e-01   1.2589e+03   3.0907e+08   6.0269e+06 
  4.7949e-01   1.2589e+03   2.5260e+08   5.2289e+06 
  5.1116e-01   1.2589e+03   2.1328e+08   4.6496e+06 
  5.4492e-01   1.2589e+03   1.5871e+08   3.6980e+06 
  5.8091e-01   1.2589e+03   1.3318e+08   3.1563e+06 
  6.1928e-01   1.2589e+03   1.1135e+08   2.8729e+06 
  6.6019e-01   1.2589e+03   8.7813e+07   2.4324e+06 
  7.0379e-01   1.2589e+03   6.8032e+07   2.0001e+06 
  7.5028e-01   1.2589e+03   5.5982e+07   1.7522e+06 
  7.9983e-01   1.2589e+03   4.4579e+07   1.5737e+06 
  8.5266e-01   1.2589e+03   3.6751e+07   1.3635e+06 
  9.0898e-01   1.2589e+03   2.7381e+07   1.0487e+06 
  9.6902e-01   1.2589e+03   2.0627e+07   8.7663e+05 
  1.0330e+00   1.2589e+03   1.5795e+07   8.0240e+05 
  1.1013e+00   1.2589e+03   1.1974e+07   6.5975e+05 
  1.1740e+00   1.2589e+03   8.6364e+06   4.8796e+05 
  1.2515e+00   1.2589e+03   6.9552e+06   4.6739e+05 
  1.3342e+00   1.2589e+03   5.3032e+06   3.5160e+05 
  1.4223e+00   1.2589e+03   3.7116e+06   3.0992e+05 
  1.5163e+00   1.2589e+03   2.7867e+06   3.1350e+05 
  1.6164e+00   1.2589e+03   1.7429e+06   1.8544e+05 
  1.7232e+00   1.2589e+03   1.3133e+06   1.3593e+05 
  1.8370e+00   1.2589e+03   9.5609e+05   1.2611e+05 
  1.9583e+00   1.2589e+03   6.9472e+05   1.2505e+05 
  2.0877e+00   1.2589e+03   4.0886e+05   6.4518e+04 
  2.2256e+00   1.2589e+03   3.3393e+05   6.5718e+04 
  2.3726e+00   1.2589e+03   4.9579e+05   1.2781e+05 
  2.5293e+00   1.2589e+03   2.2448e+05   5.8186e+04 
  2.6964e+00   1.2589e+03   1.6700e+05   4.3970e+04 
  2.8745e+00   1.2589e+03   1.9221e+05   4.5360e+04 
  3.0643e+00   1.2589e+03   1.0187e+05   2.5703e+04 
  3.2667e+00   1.2589e+03   2.0848e+05   6.1501e+04 
  3.4825e+00   1.2589e+03   1.5137e+05   4.1249e+04 
  3.7125e+00   1.2589e+03   7.5833e+04   2.1294e+04 
  3.9577e+00   1.2589e+03   1.2482e+05   4.5410e+04 
  4.2191e+00   1.2589e+03   1.1616e+05   3.8879e+04 
  4.4978e+00   1.2589e+03   5.7251e+04   2.8076e+04 
  4.7949e+00   1.2589e+03   2.4624e+04   7.0300e+03 
  5.1116e+00   1.2589e+03   1.2493e+04   6.2652e+03 
  5.4492e+00   1.2589e+03   1.5369e+04   6.9699e+03 
  5.8091e+00   1.2589e+03   4.9699e+03   2.6187e+03 
  6.1928e+00   1.2589e+03   3.9391e+03   3.9391e+03 
  6.6019e+00   1.2589e+03   0.0000e+00   0.0000e+00 
  7.0379e+00   1.2589e+03   0.0000e+00   0.0000e+00 
  7.5028e+00   1.2589e+03   0.0000e+00   0.0000e+00 
  7.9983e+00   1.2589e+03   0.0000e+00   0.0000e+00 
  8.5266e+00   1.2589e+03   0.0000e+00   0.0000e+00 
  9.0898e+00   1.2589e+03   0.0000e+00   0.0000e+00 
  9.6902e+00   1.2589e+03   0.0000e+00   0.0000e+00 
  1.0330e+01   1.2589e+03   0.0000e+00   0.0000e+00 
  1.1013e+01   1.2589e+03   0.0000e+00   0.0000e+00 
  1.1740e+01   1.2589e+03   0.0000e+00   0.0000e+00 
  1.2515e+01   1.2589e+03   0.0000e+00   0.0000e+00 
  1.3342e+01   1.2589e+03   0.0000e+00   0.0000e+00 
  1.4223e+01   1.2589e+03   0.0000e+00   0.0000e+00 
  1.5163e+01   1.2589e+03   0.0000e+00   0.0000e+00 
  1.6164e+01   1.2589e+03   0.0000e+00   0.0000e+00 
  1.7232e+01   1.2589e+03   0.0000e+00   0.0000e+00 
  1.8370e+01   1.2589e+03   0.0000e+00   0.0000e+00 
  1.9583e+01   1.2589e+03   0.0000e+00   0.0000e+00 
  2.0877e+01   1.2589e+03   0.0000e+00   0.0000e+00 
  2.2256e+01   1.2589e+03   0.0000e+00   0.0000e+00 
  2.3726e+01   1.2589e+03   0.0000e+00   0.0000e+00 
  2.5293e+01   1.2589e+03   0.0000e+00   0.0000e+00 
  2.6964e+01   1.2589e+03   0.0000e+00   0.0000e+00 
  2.8745e+01   1.2589e+03   0.0000e+00   0.0000e+00 
  3.0643e+01   1.2589e+03   0.0000e+00   0.0000e+00 
  3.2667e+01   1.2589e+03   0.0000e+00   0.0000e+00 
  3.4825e+01   1.2589e+03   0.0000e+00   0.0000e+00 
  3.7125e+01   1.2589e+03   0.0000e+00   0.0000e+00 
  3.9577e+01   1.2589e+03   0.0000e+00   0.0000e+00 
  4.2191e+01   1.2589e+03   0.0000e+00   0.0000e+00 
  4.4978e+01   1.2589e+03   0.0000e+00   0.0000e+00 
  4.7949e+01   1.2589e+03   0.0000e+00   0.0000e+00 
  5.1116e+01   1.2589e+03   0.0000e+00   0.0000e+00 
  5.4492e+01   1.2589e+03   0.0000e+00   0.0000e+00 
  5.8091e+01   1.2589e+03   0.0000e+00   0.0000e+00 
  6.1928e+01   1.2589e+03   0.0000e+00   0.0000e+00 
  6.6019e+01   1.2589e+03   0.0000e+00   0.0000e+00 
  7.0379e+01   1.2589e+03   0.0000e+00   0.0000e+00 
  7.5028e+01   1.2589e+03   0.0000e+00   0.0000e+00 
  7.9983e+01   1.2589e+03   0.0000e+00   0.0000e+00 
  8.5266e+01   1.2589e+03   0.0000e+00   0.0000e+00 
  9.0898e+01   1.2589e+03   0.0000e+00   0.0000e+00 
  9.6902e+01   1.2589e+03   0.0000e+00   0.0000e+00 
  1.0330e+02   1.2589e+03   0.0000e+00   0.0000e+00 
  1.1013e+02   1.2589e+03   0.0000e+00   0.0000e+00 
  1.1740e+02   1.2589e+03   0.0000e+00   0.0000e+00 
  1.2515e+02   1.2589e+03   0.0000e+00   0.0000e+00 
  1.3342e+02   1.2589e+03   0.0000e+00   0.0000e+00 
  1.4223e+02   1.2589e+03   0.0000e+00   0.0000e+00 
  1.5163e+02   1.2589e+03   0.0000e+00   0.0000e+00 
  1.6164e+02   1.2589e+03   0.0000e+00   0.0000e+00 
  1.7232e+02   1.2589e+03   0.0000e+00   0.0000e+00 
  1.8370e+02   1.2589e+03   0.0000e+00   0.0000e+00 
  1.9583e+02   1.2589e+03   0.0000e+00   0.0000e+00 
  2.0877e+02   1.2589e+03   0.0000e+00   0.0000e+00 
  2.2256e+02   1.2589e+03   0.0000e+00   0.0000e+00 
  2.3726e+02   1.2589e+03   0.0000e+00   0.0000e+00 
  2.5293e+02   1.2589e+03   0.0000e+00   0.0000e+00 
  2.6964e+02   1.2589e+03   0.0000e+00   0.0000e+00 
  2.8745e+02   1.2589e+03   0.0000e+00   0.0000e+00 
  3.0643e+02   1.2589e+03   0.0000e+00   0.0000e+00 
  3.2667e+02   1.2589e+03   0.0000e+00   0.0000e+00 
  3.4825e+02   1.2589e+03   0.0000e+00   0.0000e+00 
  3.7125e+02   1.2589e+03   0.0000e+00   0.0000e+00 
  3.9577e+02   1.2589e+03   0.0000e+00   0.0000e+00 
  4.2191e+02   1.2589e+03   0.0000e+00   0.0000e+00 
  4.4978e+02   1.2589e+03   0.0000e+00   0.0000e+00 
  4.7949e+02   1.2589e+03   0.0000e+00   0.0000e+00 
  5.1116e+02   1.2589e+03   0.0000e+00   0.0000e+00 
  5.4492e+02   1.2589e+03   0.0000e+00   0.0000e+00 
  5.8091e+02   1.2589e+03   0.0000e+00   0.0000e+00 
  6.1928e+02   1.2589e+03   0.0000e+00   0.0000e+00 
  6.6019e+02   1.2589e+03   0.0000e+00   0.0000e+00 
  7.0379e+02   1.2589e+03   0.0000e+00   0.0000e+00 
  7.5028e+02   1.2589e+03   0.0000e+00   0.0000e+00 
  7.9983e+02   1.2589e+03   0.0000e+00   0.0000e+00 
  8.5266e+02   1.2589e+03   0.0000e+00   0.0000e+00 
  9.0898e+02   1.2589e+03   0.0000e+00   0.0000e+00 
  9.6902e+02   1.2589e+03   0.0000e+00   0.0000e+00 
  1.0330e+03   1.2589e+03   0.0000e+00   0.0000e+00 
  1.1013e+03   1.2589e+03   0.0000e+00   0.0000e+00 
  1.1740e+03   1.2589e+03   0.0000e+00   0.0000e+00 
  1.2515e+03   1.2589e+03   0.0000e+00   0.0000e+00 
  1.3342e+03   1.2589e+03   0.0000e+00   0.0000e+00 
  1.4223e+03   1.2589e+03   0.0000e+00   0.0000e+00 
  1.5163e+03   1.2589e+03   0.0000e+00   0.0000e+00 
  1.6164e+03   1.2589e+03   0.0000e+00   0.0000e+00 
  1.7232e+03   1.2589e+03   0.0000e+00   0.0000e+00 
  1.8370e+03   1.2589e+03   0.0000e+00   0.0000e+00 
  1.9583e+03   1.2589e+03   0.0000e+00   0.0000e+00 
  2.0877e+03   1.2589e+03   0.0000e+00   0.0000e+00 
  2.2256e+03   1.2589e+03   0.0000e+00   0.0000e+00 
  2.3726e+03   1.2589e+03   0.0000e+00   0.0000e+00 
  2.5293e+03   1.2589e+03   0.0000e+00   0.0000e+00 
  2.6964e+03   1.2589e+03   0.0000e+00   0.0000e+00 
